Name,Actual_WAR,Predicted_WAR
,4.5,1.1
,0.2,0.2
,1.1,0.3
,3.9,1.2
,0.1,1.1
,-0.1,-0.3
,0.7,1.3
,1.8,0.5
,0.8,0.5
,-0.3,0.5
,0.5,1.9372987683543603
,0.1,1.3
,1.1,1.207908724157745
,-0.1,-0.5
,3.4,0.8
,3.9,4.3
,-0.2,0.8
,3.4,1.5006122130536184
,0.4,0.6
,3.5,1.4
,0.9,0.3
,-0.1,-0.4
,1.9,1.6
,3.7,2.7
,-0.8,0.37183732544081605
,3.7,1.1
,4.3,2.5
,-0.5,0.4
,0.7,0.4
,0.7,0.3092961978955101
,0.3,1.1
,-1.3,0.1
,2.1,1.7
,2.8,0.9
,2.4,1.1
,-0.5,0.8
,-0.3,0.9
,1.6,1.6
,0.7,1.5
,1.1,1.9
,1.9,3.0
,0.8,0.8
,3.7,3.729135748915088
,-0.1,-0.5
,1.3,2.4
,0.1,0.3
,2.0,0.5
,0.8,0.9
,-0.2,-0.3
,6.7,4.3
,1.9,0.8
,0.1,-0.4
,1.5,1.9
,-0.7,-0.5
,3.0,0.4
,2.2,3.4892148495523894
,1.3,3.0
,1.0,1.4
,9.0,6.0
,0.6,1.6
,1.5,1.5
,0.9,1.2
,1.1,1.1
,-0.1,-0.3
,2.1,2.9
,0.3,0.6
,-0.3,0.1
,1.0,1.1
,-0.9,-0.4
,0.1,-0.4
,3.2,4.1
,5.1,4.2
,-1.3,-0.3
,-0.1,-0.4
,3.6,1.0
,0.9,0.1
,2.0,2.4
,0.7,1.7
,1.3,1.5
,2.5,1.0
,-0.3,-0.5
,-0.1,1.1
,-0.5,-0.3
,2.5,0.8
,-0.6,1.7
,-0.2,0.5
,-0.1,-0.3
,-0.4,0.6
,4.0,3.999724363423178
,3.1,1.6
,1.4,0.8
,0.1,0.5
,6.3,3.3
,-0.1,-0.5
,-0.1,-0.4
,-0.1,-0.4
,-0.2,0.1
,-0.1,-0.4
,2.3,0.9
,0.6,1.7
,2.6,1.7
,-0.7,-0.3
,-1.0,-0.5
,-0.7,-0.4
,0.2,0.3
,0.1,0.7
,0.2,1.3
,-0.1,-0.4
,-0.1,-0.3
,-1.1,-0.1
,-0.1,-0.3
,-0.9,-0.3
,0.2,0.8
,0.1,1.3
,5.6,2.7
,0.1,0.3
,-0.1,1.2
,0.2,-0.3
,-0.2,0.4
,-0.4,0.7
,0.9,1.1
,3.3,2.4
,0.2,1.2
,-0.2,-0.5
,-0.2,-0.4
,-0.1,0.9
,1.8,1.7
,1.7,0.9
,6.1,3.7114832264652144
,-0.2,-0.5
,5.2,1.1
,-0.7,0.6
,0.6,1.2
,0.1,-0.3
,2.0,2.9
,0.5,0.27313541453136786
,0.9,0.9
,5.4,2.6869587193020146
,0.6,1.8
,0.3,0.9
,0.3,0.8
,6.7,3.4
,1.1,1.0
,1.7,1.3
,-1.0,-0.4
,5.8,1.5
,1.0,0.8
,2.7,3.3
,0.6,0.1
,1.1,1.3
,0.1,0.4
,-0.2,1.2
,-0.1,0.2
,2.1,1.6
,3.8,2.9
,-0.1,-0.40244341833576536
,0.7,1.9
,1.2,0.8
,-0.2,-0.5
,0.5,2.2
,0.6,0.3
,5.3,7.8767746229006415
,6.9,5.527683760540108
,-0.4,0.8
,4.8,4.2
,0.2,-0.4
,1.4,0.6
,-0.2,0.7
,0.1,0.7
,2.2,2.6
,-0.2,-0.5
,2.0,1.0
,0.7,0.5871324425402641
,1.6,0.5
,2.6,1.4
,0.9,1.3
,2.8,0.3
,2.9,0.3
,2.0,1.3
,2.8,0.9
,0.7,0.2
,3.2,2.2
,-0.2,0.2
,4.9,1.8
,-0.1,-0.4
,-0.1,-0.4
,1.6,1.1
,3.8,0.5
,0.3,0.2
,2.4,1.6
,-1.7,0.1
,6.5,2.7701465739330984
,1.2,0.6
,1.3,0.4
,8.8,8.224745146838583
,0.3,1.2
,5.9,4.8
,-0.2,-0.5
,-0.1,0.1
,3.1,1.1
,0.4,0.5
,5.3,5.050072105515601
,-0.3,-0.3
,3.8,1.5
,-0.1,0.6
,0.5,2.2
,-0.5,0.5
,1.8,2.5781859020390963
,3.3,1.1
,0.1,0.9
,1.1,1.1
,0.1,0.9
,-0.1,-0.3
,1.4,0.5
,-1.0,-0.5
,-0.7,-0.4
,0.3,0.9
,4.7,2.5
,2.4,0.1
,0.6,1.5
,0.2,0.8
,5.8,2.7
,2.5,1.801057585556862
,3.9,1.9
,1.6,3.1
,2.5,2.8
,-0.2,0.8
,2.5,0.9
,1.1,0.8
,5.0,3.1
,0.4,0.7
,4.9,1.3
,1.2,-0.1
,-0.1,-0.5
,10.0,5.674992284608598
,-0.2,-0.6
,-0.8,-0.4
,3.0,1.2
,-0.6,1.2
,-0.2,-0.4
,0.5,3.1
,0.1,-0.3
,5.9,5.829083191576014
,1.0,1.1
,2.2,0.6
,-0.9,-0.4
,-0.2,-0.3
,0.7,0.2
,0.5,1.1
,-0.5,0.4
,1.4,0.6
,-0.6,-0.5
,-0.8,0.1
,-0.4,-0.4
,1.8,1.2
,1.8,1.3
,2.5,1.5
,-0.2,0.3
,0.2,1.0
,3.5,1.3
,-0.1,-0.4
,2.9,2.8
,-0.7,-0.4
,-0.2,-0.3
,0.8,0.6
,5.4,3.031576952205784
,1.1,0.6
